날짜,시간,광역,지역,종류,코드,내용,긴급도
2024-12-24,8:36:37,경기도,연천군,한파,15,한파경보 발효 중. ▲야외활동 자제 ▲차량 운행과 보행시 미끄럼 주의 ▲수도 동파 방지 등 안전사고와 한파 취약계층 건강관리에 유의바랍니다. [연천군],2
2024-07-05,8:51:59,부산광역시,부산경찰청,실종,18,"사상구에서 배회중인 송오용씨(남,66세)를 찾습니다-170cm,65kg,넓은이마,녹갈색조끼,청바지,갈색가죽슬리퍼 vo.la/Hochg / ☎112 [부산경찰청]",1
2024-07-11,11:27:44,경기도,가평군,폭염,7,"가평군 전 지역 폭염주의보 발령 중. 야외 활동을 자제하세요, 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [가평군]",2
2024-08-07,10:27:22,전북특별자치도,진안군,폭염,7,"우리 군 폭염경보 발효중. 논·밭 등 야외활동 자제, 무더위쉼터 이용, 폭염안전 수칙(물,그늘,휴식)준수 등 건강관리에 유의하시기 바랍니다.[진안군]",2
2025-04-03,18:00:09,경상남도,고성군,산불,3,▲실수로 산불을 내더라도 3년 이하의 징역형에 처해질 수 있습니다.▲산림연접지(100M 내) 내 소각시 과태료 30만원이 부과됩니다.[고성군],1
2024-08-19,13:42:24,경상북도,문경시,물놀이,21,여름철 물놀이 사고 예방을 위해 안전수칙을 준수하여 주시기 바랍니다 ▲충분한 준비운동▲구명조끼 착용▲음주 및 야간 수영 금지▲어린이는 보호자와 동행 [문경시],1
2024-01-17,17:08:38,경기도,화성시,한파,15,"금일 눈, 비가 내린 후 출·퇴근 시간 도로결빙으로 인한 안전사고 발생이 우려되오니 감속운전, 안전거리 확보 및 보행안전에 유의하시기 바랍니다.[화성시]",2
2024-06-19,8:59:30,충청남도,청양군,폭염,7,"오늘 10:00 청양지역 폭염주의보 발령. 야외 활동을 자제하세요, 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [청양군]",3
2025-04-07,16:39:54,경상북도,예천군,기타,24,"관내 소각행위가 계속 발생하고 있습니다. 산림 인근 영농부산물, 논밭두렁, 생활쓰레기 등의 소각행위를 금지하여 주시기 바랍니다. [예천군]",1
2024-08-12,11:13:02,경상북도,안동시,폭염,7,"금일 최고기온 35도로 온열질환 발생위험 높음▲충분한 물 섭취▲그늘에서 휴식▲낮시간 야외활동(논밭, 건설현장 등) 자제 등 안전에 유의 바랍니다.[안동시]",2
2023-09-01,17:20:40,경기도,,실종,18,"[경기북부경찰청] 남양주시에서 실종된 김봉성씨(남,83세)를 찾습니다 - 160cm,45kg,파란점퍼,검정바지,검정신발 
vo.la/gtAPb / ☎182",1
2024-01-09,21:42:28,경기도,김포시청,교통,20,김포지역 내일 체감온도 영하7도 예상. 새벽 도로결빙으로 인한 출근길 미끄럼 교통사고 조심하세요. [김포시청],2
2024-02-23,6:40:16,경기도,시흥시청,한파,15,"어제 내린 눈과 비가 다시 얼어 도로 결빙이 예상됩니다. 터널 앞, 교량 인근, 고가도로 등은 위험하오니 감속운행 등 교통안전에 유의하시기 바랍니다. [시흥시청]",2
2024-07-08,5:52:09,대전광역시,유성구청,교통,20,"갑천 수위가 높아짐에 따라 유성구 갑천대교 언더패스가 차단되었으니,
차량 우회하여 운행해 주시기 바랍니다. [유성구청]",2
2024-08-16,10:07:11,경상북도,성주군,폭염,7,"금일 무더위가 지속되고 있습니다. 야외 활동 자제, 충분한 수분섭취, 그늘에서 휴식 및 물놀이 안전수칙 준수등 안전관리에 유의하시기 바랍니다. [성주군]",2
2024-08-27,10:00:38,전북특별자치도,부안군,폭염,7,"폭염특보 발효 중입니다. 무더위가 심한 한낮 농작업, 현장근로 등 야외활동 자제, 충분한 물섭취 및 그늘에서 휴식으로 폭염피해를 예방하세요. [부안군]",2
2025-01-29,6:17:30,전북특별자치도,고창군,대설,13,"고창군 대설주의보 발효 중으로 계속된 강설로 인하여 미끄럽고 결빙위험이 높아 차량 감속운행, 보행시 낙상주의, 시설물 안전관리에 유의하시기 바랍니다. [고창군]",2
2024-07-18,14:11:24,경기도,양주시,호우,6,집중호우로 인하여 1호선 덕정역-광운대역 구간 전동열차 운행이 대기상태 입니다. 전동열차 이용에 참고하시기 바랍니다.[양주시],2
2024-07-07,12:23:05,충청북도,청주시,교통,20,7.7.(일) 12:20 오송읍 정중리 339-2(정중철교 하부도로)  조천 수위상승으로 도로 통행제한하오니 차량은 우회하여 주시기 바랍니다.[청주시],2
2024-07-19,13:27:16,전북특별자치도,무주군,하천,23,양수발전소에서 7.19.(금) 14:00부로 초당 12.5톤의 물을 방류할 예정이니 하천 접근 및 하천변 야외활동 금지 등 안전에 유의하시기 바랍니다. [무주군],2
2024-07-18,11:52:49,경기도,한국전력공사,기타,24,"땅에 떨어진 전선, 기울어진 전주 등 불안전하다고 생각되는 전기설비를 함부로 만지지 말고, 한전으로 신고바랍니다.[한국전력공사]",1
2023-09-16,13:13:46,부산광역시,,교통,20,"[북구청] 금일 13시 30분부로 화명생태공원 차량 진출입로, 대천천 계곡 및 산책로 통제예정이니, 이용에 참고하여 주시기 바랍니다.",1
2024-02-21,17:00:08,경기도,양주시,한파,15,"내일 아침까지 많은 눈이 예상됩니다. 차량 운행 시 반드시 서행하시고, 보행 시 미끄럼 주의, 시설물 사전예방 조치 등 각별히 유의하여 주시기 바랍니다.[양주시]",2
2024-04-08,16:13:25,경상북도,경주시,기타,24,"4.8.(월) ~ 4.10.(수) 경북 동해안 높은 파도가 예상되므로 방파제, 갯바위, 해안가 등 접근 자제 및 안전사고에 주의 바랍니다. [경주시]",2
2024-08-06,11:02:39,전라남도,장흥군,물놀이,21,"물놀이 사고예방을 위해 하천, 계곡 등 물놀이 시▲입수 전 준비운동▲구명조끼 착용▲안전구역에서 물놀이▲음주 후 수영금지 등 안전수칙을 준수바랍니다[장흥군]",1
2025-04-09,11:55:48,경상남도,산청군,건조,2,산청군 건조주의보 발효 중으로 대형 산불 발생 위험 높음 ▲산림 연접지(100m 내) 소각시 과태료 30만원 부과▲전 지역 입산 자제[산청군],2
2024-08-09,11:14:16,경상남도,거창군,물놀이,21,물놀이 안전사고 예방을 위해 ▲구명조끼 착용 ▲바위·계단 등 미끄럼 주의 ▲음주 후 수영 금지 ▲야간에 계곡 접근 금지 등 물놀이 안전수칙 준수 바랍니다[거창군],1
2024-08-04,13:01:31,경상북도,예천군,폭염,7,"폭염경보 발효 중이오니, 논밭 및 야외에서 일하시는 분들은 한낮시간동안 작업을 자제하시고 충분한 물 섭취와 그늘에서 휴식 등 건강관리에 유의바랍니다. [예천군]",2
2024-11-17,16:53:11,전북특별자치도,전북특별자치도,한파,15,"오늘 20:00부터 전주, 익산, 완주 한파주의보 발령. 야외 활동을 자제하시고 외출 시 외투 등 보온과 건강관리에 유의하기 바랍니다. [전북특별자치도]",3
2024-08-24,11:54:58,전라남도,보성군,폭염,7,"보성군 폭염경보 발효 중. 무더위 시간대(12~17시) 야외작업 자제, 폭염안전수칙(물,그늘,휴식) 준수 등 건강관리에 유의하시기 바랍니다. [보성군]",2
2024-08-19,13:59:22,제주특별자치도,제주도,폭염,7,"제주지역에 폭염특보 발효 중, 낮 시간 야외활동(밭, 공사장 등) 자제, 무더위쉼터 이용, 충분한 수분 섭취 및 휴식, 물놀이 안전 등에 유의바랍니다.[제주도]",2
2024-07-08,11:16:55,충청남도,부여군,호우,6,"금일 많은 비가 내려 장암면 합곡1리, 합곡2리, 합곡3리, 원문1리, 석동3리 세월교를 전면 차단하오니 차량은 우회하여 주시기 바랍니다.[부여군]",2
2024-07-18,5:52:11,경기도,광명시,하천,23,"오늘 아침 폭우가 예보되오니 하천변, 산지, 급경사지, 지하도 등 위험지역 접근을 금하시고 지층 저지대 거주자 및 운전자는 각별히 안전에 유의하십시오.[광명시]",2
2023-12-30,9:01:17,경기도,남양주시,한파,15,"현재 남양주 지역 눈,비가 내리고 있으니 기본속도 20~50 감속운행 및 안전운행을 하시어 안전사고에 주의하시기 바랍니다.[남양주시]",2
2024-07-24,10:25:06,강원특별자치도,원주시,폭염,7,"오늘 10:00 원주지역 폭염주의보 발령. 야외 활동을 자제하세요, 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [원주시]",3
2024-08-05,21:38:26,강원특별자치도,양구군,호우,6,밤사이 비가 많이 올 것으로 예상합니다. 낙뢰에 피해 없도록 주의하여 주시고 하천변 등 물가 출입을 자제해 주시길 바랍니다. [양구군],2
2024-08-20,10:52:30,전라남도,화순군,태풍,1,"제9호 태풍 종다리 북상중. ▲계곡, 하천변, 산사태 우려지역 등 위험지역 접근 금지 및 사전 대피 ▲재난방송 청취 등 안전에 유의하시기 바랍니다. [화순군]",2
2024-07-18,7:01:10,경기도,안산시,호우,6,"호우경보 및 산사태 주의보(수암동) 발효, 하천, 급경사지 등 위험지역에 접근하지 마시고 산사태취약지 거주자는 대피권고시 즉시 대피하여 주시기 바랍니다.[안산시]",3
2024-07-07,7:46:47,세종특별자치시,금강홍수통제소,홍수,5,"오늘 07:50 조천 세종시(상조천교) 홍수주의보 발령, 홍수피해 발생에 대비하시기 바랍니다. [금강홍수통제소]",3
2024-07-12,15:03:15,경상북도,김천시,하천,23,7월 11일 16:30 부터 21일 18:00 까지 부항댐 초당 30톤 이내 수문방류 예정. 하천변 주변 시설물 및 안전관리에 유의하시기 바랍니다.[김천시],2
2023-12-20,15:40:11,경기도,구리시,한파,15,"금일 21시 한파경보 발효 예정, 강추위가 예상되오니 외출을 자제하시고, 수도관 동파예방, 결빙지역 미끄럼 사고 등 안전에 유의하시기 바랍니다. [구리시]",3
2025-03-23,9:38:14,전라남도,해남군,기타,24,영암·무안군 구제역 확산 “해남군 차단방역 강화“ 축산농가▲내외부소독철저▲모임(행사)금지▲거점소독필증 휴대의무화▲방역수칙준수/주민들은▲축산농가 방문금지 [해남군],2
2023-11-08,17:01:11,서울특별시,,실종,18,"[서울경찰청]구로구에서 배회중인 김영국씨(남,84세)를 찾습니다-160cm,45kg,남색패딩,검정바지,보라운동화,지팡이,헌팅캡
vo.la/6zuF1 / ☎182",1
2025-03-27,11:04:05,강원특별자치도,인제군,산불,3,오늘 인제군 지역에 산불이 크게 날 가능성이 매우 높습니다. 산불이 발생하지 않도록 불씨 관리에 주의해 주시기 바랍니다. [인제군],1
2025-04-12,18:04:11,부산광역시,부산시,강풍,17,4.12. 18시 부산지역에 강풍주의보가 발효되었습니다. ▲낙하 위험물 고정▲외출 자제▲해안가 접근 자제 등 안전사고에 유의바랍니다.[부산시],3
2024-08-16,10:06:41,경상북도,성주군,물놀이,21,"물놀이 안전사고 예방을 위해 안전수칙준수, 구명조끼 착용, 야간 및 음주수영 금지, 위험구역 접근금지, 다슬기 채취 시 안전사고 유의 바랍니다.[성주군]",1
2024-08-10,9:38:18,경상북도,영주시,물놀이,21,물놀이 안전사고 예방을 위해▲위험지역 접근금지▲구명조끼 착용▲충분한 준비운동▲야간 및 음주 후 수영금지▲어린이는 보호자와 동행 등 안전수칙 준수바랍니다.[영주시],1
2024-04-24,9:20:18,경상남도,경남경찰청,실종,18,"창원시에서 실종된 김성수씨(남,62세)를 찾습니다-175cm,검정경량패딩,회색면바지,검정모자,검정운동화 
vo.la/OnvDH / ☎182 [경남경찰청]",1
2025-01-02,15:34:15,부산광역시,기장군,산불,3,오늘 15:03 기장군 장안읍 반룡리 산19-3 산불 발생. 입산 금지. 인근 주민과 등산객은 안전사고에 주의하세요. [기장군],2
2025-04-04,13:09:17,서울특별시,서울교통공사,교통,20,"6호선 한강진역 폐쇄 및 무정차 통과는 13:15부로 종료하고, 정상운행 예정입니다. 열차 이용에 참고하시기 바랍니다.[서울교통공사]",1
2024-08-01,14:45:01,충청남도,천안시,폭염,7,"금일 우리시 폭염경보 발효중. 체감온도가 높으니 야외작업 자제(영농작업, 공사장 등), 충분한 수분섭취 및 휴식 등 건강관리에 유의하시기 바랍니다. [천안시]",2
2025-01-09,19:00:16,경상남도,창원시,교통,20,"오늘밤 급격한 기온강하가 예상되오니 도로결빙 주의 및 안전운행, 수도동파방지, 난방기 화재 주의, 외출자제 등 건강관리에 유의하시기 바랍니다. [창원시]",2
2025-04-16,11:13:47,전북특별자치도,고창군,산불,3,"산불예방 주의사항 안내 ▲산림주변 영농부산물, 쓰레기 소각행위 금지 ▲산림 내 인화물 소지 금지 ▲담배꽁초 투기 금지 등 산불예방에 적극 협조 바랍니다.[고창군]",1
2024-11-02,21:18:46,경기도,광주시,기타,24,"신현동 상수도 단수사고 응급 복구 완료, 내일 오전 중 정상 공급 예정, 불편을 드려 죄송합니다. [광주시]",1
2025-01-27,7:00:21,강원특별자치도,한국도로공사,한파,15,오늘 아침부터 모레까지 많은 눈 예상. 고속도로 운행시 폭설로 인해 차량 미끄럼 사고가 우려되니 감속운행 등 안전운전에 각별히 유의하시기 바랍니다.[한국도로공사],2
2024-08-08,14:07:53,전라남도,장흥군,물놀이,21,"여름철 물놀이를 위한 안전수칙 준수바랍니다. ▲구명조끼 반드시 착용 ▲충분한 준비운동 ▲ 물놀이 금지(우천시, 음주 후, 야간) ▲어린이는 보호자 동반 [장흥군]",1
2024-09-21,1:49:34,충청북도,금강홍수통제소,홍수,5,"오늘 01:50 조천 세종시(상조천교)지점 홍수주의보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/ulyxDP [금강홍수통제소]",3
2025-03-24,16:33:39,전라남도,보성군,건조,2,"건조한 날씨와 강풍으로 산불발생 위험이 높습니다. 산림 및 산림인접지 소각행위, 인화물 소지 금지. 산불 발견 즉시 신고하여 주시기 바랍니다. [보성군]",1
2023-12-16,14:31:12,전라남도,행정안전부,풍랑,9,"오늘 14시30분 풍랑경보 발령. 방파제에 가지 마시고, 해안가의 낚시꾼, 야영객은 안전한 곳으로 대피하세요. [행정안전부]",4
2025-03-22,19:23:26,경상남도,산청군,산불,3,"시천단성 산불진화중. 시천면 전 마을 및 , 단성면 송하마을 및 자양리 등. 인근 주민과 등산객은 안전한 곳으로 즉시 대피 바랍니다. [산청군]",4
